╔═══════════════════════════════════════════════════════════════════╗
║  Aurora MySQL vs PostgreSQL — 30-Minute Stress Test             ║
║  Instance: db.r7g.4xlarge | 1 Writer + 2 Readers per engine    ║
║  Rates: 200 400 1000 MB/s | Duration: 240s per test         ║
║  Started: Thu Mar 12 04:12:45 UTC 2026                               ║
╚═══════════════════════════════════════════════════════════════════╝

Checking connectivity...
  PG Writer: OK
  PG Reader: OK
  MySQL Writer: OK
  MySQL Reader: OK

━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
  TESTING AT 200 MB/s
━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━

>>> postgresql @ 200 MB/s (240s)

[2026-03-12T04:12:45.755056] Starting postgresql benchmark at 200 MB/s with 16 workers for 240s
[PostgreSQL] Created benchmark_data on aurora-bench-pg.cluster-chmyywwu8h83.us-east-2.rds.amazonaws.com

==========================================================================================
  POSTGRESQL BENCHMARK  |  Target: 200 MB/s  |  Duration: 240s
==========================================================================================
  Time |  Instant MB/s |   Avg MB/s |     Rows/s |    Total Rows |  Total GB |  Errors
  Actual Avg:   101.5 MB/s  (25% of target)
  Total Data:   23.89 GB
  Total Rows:   21,795,000
  Errors:       0
  Duration:     241.0s
  Status:       FAIL


JSON_RESULT:{"engine": "postgresql", "target_mbps": 400, "actual_mbps": 101.9, "achieved_pct": 25.5, "total_gb": 23.89, "total_rows": 21795000, "errors": 0, "duration_sec": 240, "workers": 16, "status": "FAIL", "timestamp": "2026-03-12T04:25:26.994469"}
Cooldown 15s...

>>> mysql @ 400 MB/s (240s)

[2026-03-12T04:25:42.096333] Starting mysql benchmark at 400 MB/s with 16 workers for 240s
[MySQL] Created benchmark_data on aurora-bench-mysql.cluster-chmyywwu8h83.us-east-2.rds.amazonaws.com

==========================================================================================
  MYSQL BENCHMARK  |  Target: 400 MB/s  |  Duration: 240s
==========================================================================================
  Time |  Instant MB/s |   Avg MB/s |     Rows/s |    Total Rows |  Total GB |  Errors
--------------------------------------------------------------------------------------
    1s |        0.0 MB/s |     0.0 MB/s |          0 |             0 |    0.00 GB |       0
    2s |      133.5 MB/s |    66.7 MB/s |     80,000 |        80,000 |    0.13 GB |       0
    3s |      141.9 MB/s |    91.8 MB/s |     85,000 |       165,000 |    0.27 GB |       0
    4s |      141.9 MB/s |   104.3 MB/s |     85,000 |       250,000 |    0.41 GB |       0
    5s |      141.9 MB/s |   111.8 MB/s |     85,000 |       335,000 |    0.55 GB |       0
    6s |      150.2 MB/s |   118.2 MB/s |     90,000 |       425,000 |    0.69 GB |       0
    7s |      141.9 MB/s |   121.6 MB/s |     85,000 |       510,000 |    0.83 GB |       0
    8s |      150.2 MB/s |   125.2 MB/s |     90,000 |       600,000 |    0.98 GB |       0
    9s |      141.9 MB/s |   127.0 MB/s |     85,000 |       685,000 |    1.12 GB |       0
   10s |      150.2 MB/s |   129.3 MB/s |     90,000 |       775,000 |    1.26 GB |       0
   11s |      133.5 MB/s |   129.7 MB/s |     80,000 |       855,000 |    1.39 GB |       0
   12s |      150.2 MB/s |   131.4 MB/s |     90,000 |       945,000 |    1.54 GB |       0
   13s |      141.9 MB/s |   132.2 MB/s |     85,000 |     1,030,000 |    1.68 GB |       0
   14s |      150.2 MB/s |   133.5 MB/s |     90,000 |     1,120,000 |    1.83 GB |       0
   15s |      150.2 MB/s |   134.6 MB/s |     90,000 |     1,210,000 |    1.97 GB |       0
   16s |      141.9 MB/s |   135.1 MB/s |     85,000 |     1,295,000 |    2.11 GB |       0
   17s |      141.9 MB/s |   135.5 MB/s |     85,000 |     1,380,000 |    2.25 GB |       0
   18s |      150.2 MB/s |   136.3 MB/s |     90,000 |     1,470,000 |    2.40 GB |       0
   19s |      150.2 MB/s |   137.0 MB/s |     90,000 |     1,560,000 |    2.54 GB |       0
   20s |      141.9 MB/s |   137.3 MB/s |     85,000 |     1,645,000 |    2.68 GB |       0
   21s |      133.5 MB/s |   137.1 MB/s |     80,000 |     1,725,000 |    2.81 GB |       0
   22s |      141.9 MB/s |   137.3 MB/s |     85,000 |     1,810,000 |    2.95 GB |       0
   23s |      141.9 MB/s |   137.5 MB/s |     85,000 |     1,895,000 |    3.09 GB |       0
   24s |      158.5 MB/s |   138.4 MB/s |     95,000 |     1,990,000 |    3.24 GB |       0
   25s |      133.5 MB/s |   138.2 MB/s |     80,000 |     2,070,000 |    3.37 GB |       0
   26s |      141.9 MB/s |   138.3 MB/s |     85,000 |     2,155,000 |    3.51 GB |       0
   27s |      133.5 MB/s |   138.1 MB/s |     80,000 |     2,235,000 |    3.64 GB |       0
   28s |      158.5 MB/s |   138.9 MB/s |     95,000 |     2,330,000 |    3.80 GB |       0
   29s |      158.5 MB/s |   139.5 MB/s |     95,000 |     2,425,000 |    3.95 GB |       0
   30s |      141.9 MB/s |   139.6 MB/s |     85,000 |     2,510,000 |    4.09 GB |       0
   31s |      141.9 MB/s |   139.7 MB/s |     85,000 |     2,595,000 |    4.23 GB |       0
   32s |      141.9 MB/s |   139.8 MB/s |     85,000 |     2,680,000 |    4.37 GB |       0
   33s |      150.2 MB/s |   140.1 MB/s |     90,000 |     2,770,000 |    4.51 GB |       0
   34s |      141.9 MB/s |   140.1 MB/s |     85,000 |     2,855,000 |    4.65 GB |       0
   35s |      158.5 MB/s |   140.7 MB/s |     95,000 |     2,950,000 |    4.81 GB |       0
   36s |      133.5 MB/s |   140.5 MB/s |     80,000 |     3,030,000 |    4.94 GB |       0
   37s |      158.5 MB/s |   140.9 MB/s |     95,000 |     3,125,000 |    5.09 GB |       0
   38s |      133.5 MB/s |   140.7 MB/s |     80,000 |     3,205,000 |    5.22 GB |       0
   39s |      150.2 MB/s |   141.0 MB/s |     90,000 |     3,295,000 |    5.37 GB |       0
   40s |      133.5 MB/s |   140.8 MB/s |     80,000 |     3,375,000 |    5.50 GB |       0
   41s |      150.2 MB/s |   141.0 MB/s |     90,000 |     3,465,000 |    5.65 GB |       0
   42s |      166.9 MB/s |   141.6 MB/s |    100,000 |     3,565,000 |    5.81 GB |       0
   43s |      141.9 MB/s |   141.6 MB/s |     85,000 |     3,650,000 |    5.95 GB |       0
   44s |      133.5 MB/s |   141.5 MB/s |     80,000 |     3,730,000 |    6.08 GB |       0
   45s |      150.2 MB/s |   141.7 MB/s |     90,000 |     3,820,000 |    6.23 GB |       0
   46s |      141.9 MB/s |   141.7 MB/s |     85,000 |     3,905,000 |    6.36 GB |       0
   47s |      141.9 MB/s |   141.7 MB/s |     85,000 |     3,990,000 |    6.50 GB |       0
   48s |      133.5 MB/s |   141.5 MB/s |     80,000 |     4,070,000 |    6.63 GB |       0
   49s |      150.2 MB/s |   141.7 MB/s |     90,000 |     4,160,000 |    6.78 GB |       0
   50s |      158.5 MB/s |   142.0 MB/s |     95,000 |     4,255,000 |    6.93 GB |       0
   51s |      133.5 MB/s |   141.8 MB/s |     80,000 |     4,335,000 |    7.07 GB |       0
   52s |      141.9 MB/s |   141.8 MB/s |     85,000 |     4,420,000 |    7.20 GB |       0
   53s |      158.5 MB/s |   142.2 MB/s |     95,000 |     4,515,000 |    7.36 GB |       0
   54s |      133.5 MB/s |   142.0 MB/s |     80,000 |     4,595,000 |    7.49 GB |       0
   55s |      150.2 MB/s |   142.1 MB/s |     90,000 |     4,685,000 |    7.64 GB |       0
   56s |      141.9 MB/s |   142.1 MB/s |     85,000 |     4,770,000 |    7.77 GB |       0
   57s |      141.9 MB/s |   142.1 MB/s |     85,000 |     4,855,000 |    7.91 GB |       0
   58s |      150.2 MB/s |   142.3 MB/s |     90,000 |     4,945,000 |    8.06 GB |       0
   59s |      150.2 MB/s |   142.4 MB/s |     90,000 |     5,035,000 |    8.21 GB |       0
   60s |      150.2 MB/s |   142.5 MB/s |     90,000 |     5,125,000 |    8.35 GB |       0
   61s |      133.5 MB/s |   142.4 MB/s |     80,000 |     5,205,000 |    8.48 GB |       0
   62s |      158.5 MB/s |   142.7 MB/s |     95,000 |     5,300,000 |    8.64 GB |       0
   63s |      150.2 MB/s |   142.8 MB/s |     90,000 |     5,390,000 |    8.78 GB |       0
   64s |      133.5 MB/s |   142.6 MB/s |     80,000 |     5,470,000 |    8.92 GB |       0
   65s |      150.2 MB/s |   142.7 MB/s |     90,000 |     5,560,000 |    9.06 GB |       0
   66s |      158.5 MB/s |   143.0 MB/s |     95,000 |     5,655,000 |    9.22 GB |       0
   67s |      141.9 MB/s |   143.0 MB/s |     85,000 |     5,740,000 |    9.36 GB |       0
   68s |      141.9 MB/s |   142.9 MB/s |     85,000 |     5,825,000 |    9.49 GB |       0
   69s |      150.2 MB/s |   143.1 MB/s |     90,000 |     5,915,000 |    9.64 GB |       0
   70s |      133.5 MB/s |   142.9 MB/s |     80,000 |     5,995,000 |    9.77 GB |       0
   71s |      150.2 MB/s |   143.0 MB/s |     90,000 |     6,085,000 |    9.92 GB |       0
   72s |      150.2 MB/s |   143.1 MB/s |     90,000 |     6,175,000 |   10.06 GB |       0
   73s |      150.2 MB/s |   143.2 MB/s |     90,000 |     6,265,000 |   10.21 GB |       0
   74s |      141.9 MB/s |   143.2 MB/s |     85,000 |     6,350,000 |   10.35 GB |       0
   75s |      141.9 MB/s |   143.2 MB/s |     85,000 |     6,435,000 |   10.49 GB |       0
   76s |      150.2 MB/s |   143.3 MB/s |     90,000 |     6,525,000 |   10.63 GB |       0
   77s |      133.5 MB/s |   143.1 MB/s |     80,000 |     6,605,000 |   10.76 GB |       0
   78s |      141.9 MB/s |   143.1 MB/s |     85,000 |     6,690,000 |   10.90 GB |       0
   79s |      141.9 MB/s |   143.1 MB/s |     85,000 |     6,775,000 |   11.04 GB |       0
   80s |      150.2 MB/s |   143.2 MB/s |     90,000 |     6,865,000 |   11.19 GB |       0
   81s |      133.5 MB/s |   143.1 MB/s |     80,000 |     6,945,000 |   11.32 GB |       0
   82s |      150.2 MB/s |   143.2 MB/s |     90,000 |     7,035,000 |   11.47 GB |       0
   83s |      133.5 MB/s |   143.0 MB/s |     80,000 |     7,115,000 |   11.60 GB |       0
   84s |      141.9 MB/s |   143.0 MB/s |     85,000 |     7,200,000 |   11.73 GB |       0
   85s |      141.9 MB/s |   143.0 MB/s |     85,000 |     7,285,000 |   11.87 GB |       0
   86s |      141.9 MB/s |   143.0 MB/s |     85,000 |     7,370,000 |   12.01 GB |       0
   87s |      133.5 MB/s |   142.9 MB/s |     80,000 |     7,450,000 |   12.14 GB |       0
   88s |      125.2 MB/s |   142.7 MB/s |     75,000 |     7,525,000 |   12.26 GB |       0
   89s |      100.1 MB/s |   142.2 MB/s |     60,000 |     7,585,000 |   12.36 GB |       0
   90s |      158.5 MB/s |   142.4 MB/s |     95,000 |     7,680,000 |   12.52 GB |       0
   91s |      133.5 MB/s |   142.3 MB/s |     80,000 |     7,760,000 |   12.65 GB |       0
   92s |      141.9 MB/s |   142.3 MB/s |     85,000 |     7,845,000 |   12.79 GB |       0
   93s |      150.2 MB/s |   142.4 MB/s |     90,000 |     7,935,000 |   12.93 GB |       0
   94s |      133.5 MB/s |   142.3 MB/s |     80,000 |     8,015,000 |   13.06 GB |       0
   95s |      141.9 MB/s |   142.3 MB/s |     85,000 |     8,100,000 |   13.20 GB |       0
   96s |      141.9 MB/s |   142.3 MB/s |     85,000 |     8,185,000 |   13.34 GB |       0
   97s |      141.9 MB/s |   142.3 MB/s |     85,000 |     8,270,000 |   13.48 GB |       0
   98s |      133.5 MB/s |   142.2 MB/s |     80,000 |     8,350,000 |   13.61 GB |       0
   99s |      141.9 MB/s |   142.2 MB/s |     85,000 |     8,435,000 |   13.75 GB |       0
  100s |      158.5 MB/s |   142.3 MB/s |     95,000 |     8,530,000 |   13.90 GB |       0
  101s |      141.9 MB/s |   142.3 MB/s |     85,000 |     8,615,000 |   14.04 GB |       0
  102s |      150.2 MB/s |   142.4 MB/s |     90,000 |     8,705,000 |   14.19 GB |       0
  103s |      141.9 MB/s |   142.4 MB/s |     85,000 |     8,790,000 |   14.33 GB |       0
  104s |      158.5 MB/s |   142.6 MB/s |     95,000 |     8,885,000 |   14.48 GB |       0
  105s |      133.5 MB/s |   142.5 MB/s |     80,000 |     8,965,000 |   14.61 GB |       0
  106s |      150.2 MB/s |   142.6 MB/s |     90,000 |     9,055,000 |   14.76 GB |       0
  107s |      150.2 MB/s |   142.6 MB/s |     90,000 |     9,145,000 |   14.90 GB |       0
  108s |      141.9 MB/s |   142.6 MB/s |     85,000 |     9,230,000 |   15.04 GB |       0
  109s |      141.9 MB/s |   142.6 MB/s |     85,000 |     9,315,000 |   15.18 GB |       0
  110s |      150.2 MB/s |   142.7 MB/s |     90,000 |     9,405,000 |   15.33 GB |       0
  111s |      158.5 MB/s |   142.8 MB/s |     95,000 |     9,500,000 |   15.48 GB |       0
  112s |      141.9 MB/s |   142.8 MB/s |     85,000 |     9,585,000 |   15.62 GB |       0
  113s |      141.9 MB/s |   142.8 MB/s |     85,000 |     9,670,000 |   15.76 GB |       0
  114s |      133.5 MB/s |   142.7 MB/s |     80,000 |     9,750,000 |   15.89 GB |       0
  115s |      150.2 MB/s |   142.8 MB/s |     90,000 |     9,840,000 |   16.04 GB |       0
  116s |      158.5 MB/s |   142.9 MB/s |     95,000 |     9,935,000 |   16.19 GB |       0
  117s |      150.2 MB/s |   143.0 MB/s |     90,000 |    10,025,000 |   16.34 GB |       0
  118s |      150.2 MB/s |   143.0 MB/s |     90,000 |    10,115,000 |   16.49 GB |       0
  119s |      141.9 MB/s |   143.0 MB/s |     85,000 |    10,200,000 |   16.62 GB |       0
  120s |      141.9 MB/s |   143.0 MB/s |     85,000 |    10,285,000 |   16.76 GB |       0
  121s |      150.2 MB/s |   143.1 MB/s |     90,000 |    10,375,000 |   16.91 GB |       0
  122s |      141.9 MB/s |   143.1 MB/s |     85,000 |    10,460,000 |   17.05 GB |       0
  123s |      150.2 MB/s |   143.1 MB/s |     90,000 |    10,550,000 |   17.19 GB |       0
  124s |      158.5 MB/s |   143.3 MB/s |     95,000 |    10,645,000 |   17.35 GB |       0
  125s |      141.9 MB/s |   143.2 MB/s |     85,000 |    10,730,000 |   17.49 GB |       0
  126s |      133.5 MB/s |   143.2 MB/s |     80,000 |    10,810,000 |   17.62 GB |       0
  127s |      166.9 MB/s |   143.4 MB/s |    100,000 |    10,910,000 |   17.78 GB |       0
  128s |      133.5 MB/s |   143.3 MB/s |     80,000 |    10,990,000 |   17.91 GB |       0
  129s |      141.9 MB/s |   143.3 MB/s |     85,000 |    11,075,000 |   18.05 GB |       0
  130s |      158.5 MB/s |   143.4 MB/s |     95,000 |    11,170,000 |   18.21 GB |       0
  131s |      141.9 MB/s |   143.4 MB/s |     85,000 |    11,255,000 |   18.34 GB |       0
  132s |      133.5 MB/s |   143.3 MB/s |     80,000 |    11,335,000 |   18.47 GB |       0
  133s |      150.2 MB/s |   143.3 MB/s |     90,000 |    11,425,000 |   18.62 GB |       0
  134s |      158.5 MB/s |   143.5 MB/s |     95,000 |    11,520,000 |   18.78 GB |       0
  135s |      133.5 MB/s |   143.4 MB/s |     80,000 |    11,600,000 |   18.91 GB |       0
  136s |      141.9 MB/s |   143.4 MB/s |     85,000 |    11,685,000 |   19.04 GB |       0
  137s |      141.9 MB/s |   143.4 MB/s |     85,000 |    11,770,000 |   19.18 GB |       0
  138s |      141.9 MB/s |   143.4 MB/s |     85,000 |    11,855,000 |   19.32 GB |       0
  139s |      141.9 MB/s |   143.3 MB/s |     85,000 |    11,940,000 |   19.46 GB |       0
  140s |      133.5 MB/s |   143.3 MB/s |     80,000 |    12,020,000 |   19.59 GB |       0
  141s |      150.2 MB/s |   143.3 MB/s |     90,000 |    12,110,000 |   19.74 GB |       0
  142s |      141.9 MB/s |   143.3 MB/s |     85,000 |    12,195,000 |   19.88 GB |       0
  143s |      158.5 MB/s |   143.4 MB/s |     95,000 |    12,290,000 |   20.03 GB |       0
  144s |      133.5 MB/s |   143.3 MB/s |     80,000 |    12,370,000 |   20.16 GB |       0
  145s |      133.5 MB/s |   143.3 MB/s |     80,000 |    12,450,000 |   20.29 GB |       0
  146s |      158.5 MB/s |   143.4 MB/s |     95,000 |    12,545,000 |   20.45 GB |       0
  147s |      141.9 MB/s |   143.4 MB/s |     85,000 |    12,630,000 |   20.58 GB |       0
  148s |      133.5 MB/s |   143.3 MB/s |     80,000 |    12,710,000 |   20.71 GB |       0
  149s |      150.2 MB/s |   143.4 MB/s |     90,000 |    12,800,000 |   20.86 GB |       0
  150s |      150.2 MB/s |   143.4 MB/s |     90,000 |    12,890,000 |   21.01 GB |       0
  151s |      141.9 MB/s |   143.4 MB/s |     85,000 |    12,975,000 |   21.15 GB |       0
  152s |      150.2 MB/s |   143.4 MB/s |     90,000 |    13,065,000 |   21.29 GB |       0
  153s |      158.5 MB/s |   143.5 MB/s |     95,000 |    13,160,000 |   21.45 GB |       0
  154s |      150.2 MB/s |   143.6 MB/s |     90,000 |    13,250,000 |   21.60 GB |       0
  155s |      133.5 MB/s |   143.5 MB/s |     80,000 |    13,330,000 |   21.73 GB |       0
  156s |      150.2 MB/s |   143.6 MB/s |     90,000 |    13,420,000 |   21.87 GB |       0
  157s |      150.2 MB/s |   143.6 MB/s |     90,000 |    13,510,000 |   22.02 GB |       0
  158s |      150.2 MB/s |   143.6 MB/s |     90,000 |    13,600,000 |   22.17 GB |       0
  159s |      141.9 MB/s |   143.6 MB/s |     85,000 |    13,685,000 |   22.30 GB |       0
  160s |      150.2 MB/s |   143.7 MB/s |     90,000 |    13,775,000 |   22.45 GB |       0
  161s |      158.5 MB/s |   143.8 MB/s |     95,000 |    13,870,000 |   22.61 GB |       0
  162s |      150.2 MB/s |   143.8 MB/s |     90,000 |    13,960,000 |   22.75 GB |       0
  163s |      141.9 MB/s |   143.8 MB/s |     85,000 |    14,045,000 |   22.89 GB |       0
  164s |      150.2 MB/s |   143.8 MB/s |     90,000 |    14,135,000 |   23.04 GB |       0
  165s |      141.9 MB/s |   143.8 MB/s |     85,000 |    14,220,000 |   23.18 GB |       0
  166s |      141.9 MB/s |   143.8 MB/s |     85,000 |    14,305,000 |   23.31 GB |       0
  167s |      158.5 MB/s |   143.9 MB/s |     95,000 |    14,400,000 |   23.47 GB |       0
  168s |      141.9 MB/s |   143.9 MB/s |     85,000 |    14,485,000 |   23.61 GB |       0
  169s |      141.9 MB/s |   143.9 MB/s |     85,000 |    14,570,000 |   23.75 GB |       0
  170s |      150.2 MB/s |   143.9 MB/s |     90,000 |    14,660,000 |   23.89 GB |       0
  171s |      141.9 MB/s |   143.9 MB/s |     85,000 |    14,745,000 |   24.03 GB |       0
  172s |      141.9 MB/s |   143.9 MB/s |     85,000 |    14,830,000 |   24.17 GB |       0
  173s |      158.5 MB/s |   144.0 MB/s |     95,000 |    14,925,000 |   24.32 GB |       0
  174s |      141.9 MB/s |   144.0 MB/s |     85,000 |    15,010,000 |   24.46 GB |       0
  175s |      150.2 MB/s |   144.0 MB/s |     90,000 |    15,100,000 |   24.61 GB |       0
  176s |      133.5 MB/s |   143.9 MB/s |     80,000 |    15,180,000 |   24.74 GB |       0
  177s |      150.2 MB/s |   144.0 MB/s |     90,000 |    15,270,000 |   24.89 GB |       0
  178s |      150.2 MB/s |   144.0 MB/s |     90,000 |    15,360,000 |   25.03 GB |       0
  179s |      141.9 MB/s |   144.0 MB/s |     85,000 |    15,445,000 |   25.17 GB |       0
  180s |      150.2 MB/s |   144.0 MB/s |     90,000 |    15,535,000 |   25.32 GB |       0
  181s |      141.9 MB/s |   144.0 MB/s |     85,000 |    15,620,000 |   25.46 GB |       0
  182s |      150.2 MB/s |   144.0 MB/s |     90,000 |    15,710,000 |   25.60 GB |       0
  183s |      133.5 MB/s |   144.0 MB/s |     80,000 |    15,790,000 |   25.73 GB |       0
  184s |      158.5 MB/s |   144.1 MB/s |     95,000 |    15,885,000 |   25.89 GB |       0
  185s |      133.5 MB/s |   144.0 MB/s |     80,000 |    15,965,000 |   26.02 GB |       0
  186s |      141.9 MB/s |   144.0 MB/s |     85,000 |    16,050,000 |   26.16 GB |       0
  187s |      150.2 MB/s |   144.0 MB/s |     90,000 |    16,140,000 |   26.31 GB |       0
  188s |      141.9 MB/s |   144.0 MB/s |     85,000 |    16,225,000 |   26.44 GB |       0
  189s |      141.9 MB/s |   144.0 MB/s |     85,000 |    16,310,000 |   26.58 GB |       0
  190s |      141.9 MB/s |   144.0 MB/s |     85,000 |    16,395,000 |   26.72 GB |       0
  191s |      141.9 MB/s |   144.0 MB/s |     85,000 |    16,480,000 |   26.86 GB |       0
  192s |      150.2 MB/s |   144.0 MB/s |     90,000 |    16,570,000 |   27.01 GB |       0
  193s |      141.9 MB/s |   144.0 MB/s |     85,000 |    16,655,000 |   27.14 GB |       0
  194s |      150.2 MB/s |   144.0 MB/s |     90,000 |    16,745,000 |   27.29 GB |       0
  195s |      141.9 MB/s |   144.0 MB/s |     85,000 |    16,830,000 |   27.43 GB |       0
  196s |      166.9 MB/s |   144.1 MB/s |    100,000 |    16,930,000 |   27.59 GB |       0
  197s |      150.2 MB/s |   144.2 MB/s |     90,000 |    17,020,000 |   27.74 GB |       0
  198s |      133.5 MB/s |   144.1 MB/s |     80,000 |    17,100,000 |   27.87 GB |       0
  199s |      158.5 MB/s |   144.2 MB/s |     95,000 |    17,195,000 |   28.02 GB |       0
  200s |      141.9 MB/s |   144.2 MB/s |     85,000 |    17,280,000 |   28.16 GB |       0
  201s |      150.2 MB/s |   144.2 MB/s |     90,000 |    17,370,000 |   28.31 GB |       0
  202s |      158.5 MB/s |   144.3 MB/s |     95,000 |    17,465,000 |   28.46 GB |       0
  203s |      141.9 MB/s |   144.3 MB/s |     85,000 |    17,550,000 |   28.60 GB |       0
  204s |      150.2 MB/s |   144.3 MB/s |     90,000 |    17,640,000 |   28.75 GB |       0
  205s |      141.9 MB/s |   144.3 MB/s |     85,000 |    17,725,000 |   28.89 GB |       0
  206s |      141.9 MB/s |   144.3 MB/s |     85,000 |    17,810,000 |   29.03 GB |       0
  207s |      158.5 MB/s |   144.3 MB/s |     95,000 |    17,905,000 |   29.18 GB |       0
  208s |      141.9 MB/s |   144.3 MB/s |     85,000 |    17,990,000 |   29.32 GB |       0
  209s |      150.2 MB/s |   144.4 MB/s |     90,000 |    18,080,000 |   29.47 GB |       0
  210s |      150.2 MB/s |   144.4 MB/s |     90,000 |    18,170,000 |   29.61 GB |       0
  211s |      133.5 MB/s |   144.3 MB/s |     80,000 |    18,250,000 |   29.74 GB |       0
  212s |      150.2 MB/s |   144.4 MB/s |     90,000 |    18,340,000 |   29.89 GB |       0
  213s |      158.5 MB/s |   144.4 MB/s |     95,000 |    18,435,000 |   30.05 GB |       0
  214s |      150.2 MB/s |   144.5 MB/s |     90,000 |    18,525,000 |   30.19 GB |       0
  215s |      141.9 MB/s |   144.4 MB/s |     85,000 |    18,610,000 |   30.33 GB |       0
  216s |      133.5 MB/s |   144.4 MB/s |     80,000 |    18,690,000 |   30.46 GB |       0
  217s |      166.9 MB/s |   144.5 MB/s |    100,000 |    18,790,000 |   30.62 GB |       0
  218s |      150.2 MB/s |   144.5 MB/s |     90,000 |    18,880,000 |   30.77 GB |       0
  219s |      150.2 MB/s |   144.5 MB/s |     90,000 |    18,970,000 |   30.92 GB |       0
  220s |      141.9 MB/s |   144.5 MB/s |     85,000 |    19,055,000 |   31.06 GB |       0
  221s |      150.2 MB/s |   144.6 MB/s |     90,000 |    19,145,000 |   31.20 GB |       0
  222s |      150.2 MB/s |   144.6 MB/s |     90,000 |    19,235,000 |   31.35 GB |       0
  223s |      150.2 MB/s |   144.6 MB/s |     90,000 |    19,325,000 |   31.50 GB |       0
  224s |      150.2 MB/s |   144.6 MB/s |     90,000 |    19,415,000 |   31.64 GB |       0
  225s |      141.9 MB/s |   144.6 MB/s |     85,000 |    19,500,000 |   31.78 GB |       0
  226s |      141.9 MB/s |   144.6 MB/s |     85,000 |    19,585,000 |   31.92 GB |       0
  227s |      141.9 MB/s |   144.6 MB/s |     85,000 |    19,670,000 |   32.06 GB |       0
  228s |      158.5 MB/s |   144.7 MB/s |     95,000 |    19,765,000 |   32.21 GB |       0
  229s |      150.2 MB/s |   144.7 MB/s |     90,000 |    19,855,000 |   32.36 GB |       0
  230s |      158.5 MB/s |   144.7 MB/s |     95,000 |    19,950,000 |   32.51 GB |       0
  231s |      141.9 MB/s |   144.7 MB/s |     85,000 |    20,035,000 |   32.65 GB |       0
  232s |      133.5 MB/s |   144.7 MB/s |     80,000 |    20,115,000 |   32.78 GB |       0
  233s |      158.5 MB/s |   144.7 MB/s |     95,000 |    20,210,000 |   32.94 GB |       0
  234s |      150.2 MB/s |   144.8 MB/s |     90,000 |    20,300,000 |   33.09 GB |       0
  235s |      158.5 MB/s |   144.8 MB/s |     95,000 |    20,395,000 |   33.24 GB |       0
  236s |      150.2 MB/s |   144.8 MB/s |     90,000 |    20,485,000 |   33.39 GB |       0
  237s |      141.9 MB/s |   144.8 MB/s |     85,000 |    20,570,000 |   33.53 GB |       0
  238s |      141.9 MB/s |   144.8 MB/s |     85,000 |    20,655,000 |   33.66 GB |       0
  239s |      166.9 MB/s |   144.9 MB/s |    100,000 |    20,755,000 |   33.83 GB |       0
  240s |      133.5 MB/s |   144.9 MB/s |     80,000 |    20,835,000 |   33.96 GB |       0
  241s |      133.5 MB/s |   144.8 MB/s |     80,000 |    20,915,000 |   34.09 GB |       0

--- MYSQL SUMMARY ---
  Target:       400 MB/s
  Actual Avg:   144.8 MB/s  (36% of target)
  Total Data:   34.09 GB
  Total Rows:   20,915,000
  Errors:       0
  Duration:     241.0s
  Status:       FAIL


JSON_RESULT:{"engine": "mysql", "target_mbps": 400, "actual_mbps": 145.4, "achieved_pct": 36.4, "total_gb": 34.09, "total_rows": 20915000, "errors": 0, "duration_sec": 240, "workers": 16, "status": "FAIL", "timestamp": "2026-03-12T04:29:45.192842"}
Cooldown 15s...
━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
  TESTING AT 1000 MB/s
━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━

>>> postgresql @ 1000 MB/s (240s)

[2026-03-12T04:30:00.293811] Starting postgresql benchmark at 1000 MB/s with 16 workers for 240s
[PostgreSQL] Created benchmark_data on aurora-bench-pg.cluster-chmyywwu8h83.us-east-2.rds.amazonaws.com

==========================================================================================
  POSTGRESQL BENCHMARK  |  Target: 1000 MB/s  |  Duration: 240s
==========================================================================================
  Time |  Instant MB/s |   Avg MB/s |     Rows/s |    Total Rows |  Total GB |  Errors
--------------------------------------------------------------------------------------
    1s |       89.8 MB/s |    89.8 MB/s |     80,000 |        80,000 |    0.09 GB |       0
    2s |       89.8 MB/s |    89.8 MB/s |     80,000 |       160,000 |    0.18 GB |       0
    3s |      101.0 MB/s |    93.5 MB/s |     90,000 |       250,000 |    0.27 GB |       0
    4s |       89.8 MB/s |    92.6 MB/s |     80,000 |       330,000 |    0.36 GB |       0
    5s |      101.0 MB/s |    94.3 MB/s |     90,000 |       420,000 |    0.46 GB |       0
    6s |       89.8 MB/s |    93.5 MB/s |     80,000 |       500,000 |    0.55 GB |       0
    7s |       67.3 MB/s |    89.8 MB/s |     60,000 |       560,000 |    0.61 GB |       0
    8s |      117.8 MB/s |    93.3 MB/s |    105,000 |       665,000 |    0.73 GB |       0
    9s |      101.0 MB/s |    94.1 MB/s |     90,000 |       755,000 |    0.83 GB |       0
   10s |      140.3 MB/s |    98.8 MB/s |    125,000 |       880,000 |    0.96 GB |       0
